time,open,high,low,close,volume
2026-02-25T09:30:00,23.025,23.3206,22.8033,23.0646,946812
2026-02-25T09:31:00,23.0446,23.2274,22.8141,23.0918,680594
2026-02-25T09:32:00,23.1151,23.2245,22.9903,23.1029,681797
2026-02-25T09:33:00,23.0718,23.2609,22.9166,23.0527,821923
2026-02-25T09:34:00,23.0756,23.1507,22.9482,23.0852,571338
2026-02-25T09:35:00,23.1303,23.4218,22.8346,23.0364,762509
2026-02-25T09:36:00,22.9992,23.3034,22.8253,23.1019,880523
2026-02-25T09:37:00,23.1105,23.3961,22.9185,23.167,942026
2026-02-25T09:38:00,23.1659,23.3482,23.0383,23.1931,522164
2026-02-25T09:39:00,23.2205,23.4875,22.933,23.2152,673632
2026-02-25T09:40:00,23.2294,23.3143,23.1155,23.1967,795622
2026-02-25T09:41:00,23.1976,23.4232,22.9048,23.1303,724146
2026-02-25T09:42:00,23.1575,23.3848,22.8291,23.086,628532
2026-02-25T09:43:00,23.049,23.3007,22.7911,23.0255,699493
2026-02-25T09:44:00,22.9813,23.2851,22.6754,23.0332,589116
2026-02-25T09:45:00,23.041,23.2809,22.9172,23.0627,723855
2026-02-25T09:46:00,23.0994,23.402,22.8099,23.0185,841179
2026-02-25T09:47:00,22.9838,23.1688,22.7909,22.9672,753209
2026-02-25T09:48:00,22.9245,23.2875,22.6991,23.0333,756659
2026-02-25T09:49:00,23.0743,23.2046,22.7538,22.9642,748641
2026-02-25T09:50:00,22.9788,23.2306,22.6824,22.9566,737556
2026-02-25T09:51:00,22.943,23.1798,22.7503,22.9619,738986
2026-02-25T09:52:00,22.9333,23.0759,22.7805,22.9343,870807
2026-02-25T09:53:00,22.9214,23.0387,22.8127,22.8832,774250
2026-02-25T09:54:00,22.9201,23.0165,22.7534,22.8695,620209
2026-02-25T09:55:00,22.8728,23.129,22.509,22.8106,695804
2026-02-25T09:56:00,22.7989,22.959,22.6895,22.8321,816250
2026-02-25T09:57:00,22.8771,22.9343,22.7232,22.823,693294
2026-02-25T09:58:00,22.7874,22.8854,22.6923,22.8296,541478
2026-02-25T09:59:00,22.8089,22.9841,22.7279,22.8801,668063
2026-02-25T10:00:00,22.8161,23.017,22.6462,22.9106,285780
2026-02-25T10:01:00,22.8617,23.105,22.6857,22.8865,267878
2026-02-25T10:02:00,22.8878,22.972,22.7172,22.8319,344173
2026-02-25T10:03:00,22.766,22.9008,22.6144,22.7311,435583
2026-02-25T10:04:00,22.563,22.6605,22.4627,22.6059,320365
2026-02-25T10:05:00,22.5468,22.649,22.3906,22.565,437231
2026-02-25T10:06:00,22.4573,22.6775,22.3095,22.5233,392600
2026-02-25T10:07:00,22.47,22.6509,22.2745,22.4531,267533
2026-02-25T10:08:00,22.3823,22.5518,22.2898,22.4547,375228
2026-02-25T10:09:00,22.4271,22.6061,22.2741,22.4574,411839
2026-02-25T10:10:00,22.4089,22.7153,22.1546,22.433,443177
2026-02-25T10:11:00,22.341,22.7001,22.0596,22.3959,371224
2026-02-25T10:12:00,22.3091,22.58,22.059,22.3617,413355
2026-02-25T10:13:00,22.2482,22.3466,22.1521,22.2199,322888
2026-02-25T10:14:00,22.1368,22.2196,21.9696,22.067,286271
2026-02-25T10:15:00,21.9115,22.0938,21.8192,21.968,220039
2026-02-25T10:16:00,21.9643,22.1544,21.6603,21.8746,267439
2026-02-25T10:17:00,21.7392,21.8529,21.4879,21.735,313951
2026-02-25T10:18:00,21.6144,21.6912,21.5063,21.5612,237354
2026-02-25T10:19:00,21.4757,21.5555,21.3539,21.427,221554
2026-02-25T10:20:00,21.4227,21.738,21.2566,21.4484,506979
2026-02-25T10:21:00,21.5799,21.6786,21.426,21.509,473878
2026-02-25T10:22:00,21.666,21.9116,21.3736,21.6563,491984
2026-02-25T10:23:00,21.7793,21.9309,21.5684,21.7812,434860
2026-02-25T10:24:00,21.9316,22.1084,21.7105,21.8869,708162
2026-02-25T10:25:00,21.9327,22.1205,21.731,21.8746,326311
2026-02-25T10:26:00,22.0438,22.2431,21.9233,22.0606,750168
2026-02-25T10:27:00,22.2088,22.3882,22.1204,22.2336,384587
2026-02-25T10:28:00,22.2963,22.5097,22.1369,22.2956,681027
2026-02-25T10:29:00,22.4204,22.5456,22.1187,22.3951,757317
2026-02-25T10:30:00,22.46,22.6405,22.2715,22.4362,729163
2026-02-25T10:31:00,22.4794,22.6295,22.3683,22.4826,597923
2026-02-25T10:32:00,22.5347,22.6211,22.432,22.5177,436389
2026-02-25T10:33:00,22.7107,22.8403,22.6322,22.7689,340056
2026-02-25T10:34:00,22.8169,22.9488,22.6237,22.7871,737695
2026-02-25T10:35:00,23.0095,23.1356,22.8305,22.9879,463883
2026-02-25T10:36:00,23.0456,23.296,22.765,23.1133,410117
2026-02-25T10:37:00,23.3059,23.414,23.1995,23.3463,721655
2026-02-25T10:38:00,23.515,23.7596,23.2951,23.5743,469068
2026-02-25T10:39:00,23.6615,24.0533,23.3111,23.6858,561178
2026-02-25T10:40:00,23.669,24.0687,23.3929,23.6985,148666
2026-02-25T10:41:00,23.6679,23.9042,23.3613,23.6385,67544
2026-02-25T10:42:00,23.684,23.9301,23.5718,23.7191,195315
2026-02-25T10:43:00,23.6786,23.8608,23.478,23.6555,206140
2026-02-25T10:44:00,23.7038,24.0156,23.3972,23.6699,104802
2026-02-25T10:45:00,23.6167,23.7607,23.3862,23.5651,121080
2026-02-25T10:46:00,23.5354,23.8637,23.1662,23.4629,70818
