time,open,high,low,close,volume
2026-04-03T09:30:00,19.112,19.3045,18.8819,19.0599,799542
2026-04-03T09:31:00,19.0974,19.4195,18.813,19.0674,1102367
2026-04-03T09:32:00,19.0385,19.297,18.8752,19.1107,986128
2026-04-03T09:33:00,19.0967,19.2528,18.8801,19.0757,946850
2026-04-03T09:34:00,19.1121,19.2826,18.7692,19.0449,773189
2026-04-03T09:35:00,19.0798,19.1677,18.8958,19.0346,964649
2026-04-03T09:36:00,19.0334,19.1766,18.9124,19.0038,640655
2026-04-03T09:37:00,19.0362,19.3482,18.7069,18.9747,1035450
2026-04-03T09:38:00,18.9972,19.1099,18.8062,18.9567,950373
2026-04-03T09:39:00,18.9563,19.0574,18.9001,19.0001,865844
2026-04-03T09:40:00,18.9939,19.123,18.9166,19.0304,839070
2026-04-03T09:41:00,19.0558,19.2121,18.8357,18.976,653555
2026-04-03T09:42:00,18.9675,19.0713,18.796,18.9672,871031
2026-04-03T09:43:00,18.9548,19.0938,18.8428,19.0042,727346
2026-04-03T09:44:00,18.9718,19.3035,18.7263,19.0522,657115
2026-04-03T09:45:00,19.0473,19.3007,18.8233,19.0817,931946
2026-04-03T09:46:00,19.1061,19.2217,18.9857,19.0828,980746
2026-04-03T09:47:00,19.0793,19.21,18.8545,19.0622,912094
2026-04-03T09:48:00,19.0418,19.1859,18.844,19.0614,747241
2026-04-03T09:49:00,19.094,19.2251,18.8625,19.0368,876441
2026-04-03T09:50:00,19.0707,19.1463,19.0182,19.0805,1101492
2026-04-03T09:51:00,19.0663,19.2242,18.8841,19.063,746693
2026-04-03T09:52:00,19.0378,19.1861,18.9398,19.1132,856181
2026-04-03T09:53:00,19.0963,19.1922,18.9742,19.0669,656247
2026-04-03T09:54:00,19.0318,19.2783,18.9095,19.1116,689209
2026-04-03T09:55:00,19.1016,19.38,18.8937,19.0866,857090
2026-04-03T09:56:00,19.0831,19.2187,18.9872,19.1345,834213
2026-04-03T09:57:00,19.134,19.2886,18.9078,19.0871,663509
2026-04-03T09:58:00,19.1103,19.296,18.9569,19.1151,951851
2026-04-03T09:59:00,19.1115,19.2694,19.0377,19.1421,682838
2026-04-03T10:00:00,19.078,19.188,19.0365,19.132,431733
2026-04-03T10:01:00,19.1254,19.2587,18.9269,19.1057,392771
2026-04-03T10:02:00,18.98,19.0439,18.8956,18.9805,487031
2026-04-03T10:03:00,18.9142,18.9877,18.8535,18.9383,264753
2026-04-03T10:04:00,18.833,19.0867,18.6329,18.8891,372511
2026-04-03T10:05:00,18.8182,19.0133,18.6276,18.8267,295655
2026-04-03T10:06:00,18.748,18.8859,18.6178,18.7456,425739
2026-04-03T10:07:00,18.7073,18.8588,18.529,18.7074,514295
2026-04-03T10:08:00,18.6716,18.7911,18.4494,18.6715,278085
2026-04-03T10:09:00,18.649,18.7782,18.46,18.5824,477425
2026-04-03T10:10:00,18.4739,18.6459,18.2866,18.5064,480688
2026-04-03T10:11:00,18.3911,18.4532,18.3254,18.3611,352847
2026-04-03T10:12:00,18.2453,18.4146,17.963,18.2733,359584
2026-04-03T10:13:00,18.1763,18.3057,17.9161,18.0915,408558
2026-04-03T10:14:00,17.96,18.1005,17.7548,17.9428,325251
2026-04-03T10:15:00,17.9201,18.0044,17.7781,17.882,520989
2026-04-03T10:16:00,17.7735,17.952,17.6828,17.8451,349303
2026-04-03T10:17:00,17.7857,17.8432,17.6905,17.7504,375756
2026-04-03T10:18:00,17.6929,17.929,17.4461,17.691,235325
2026-04-03T10:19:00,17.5732,17.6651,17.415,17.5835,483989
2026-04-03T10:20:00,17.7823,17.86,17.6853,17.7644,659929
2026-04-03T10:21:00,17.8307,17.9609,17.5869,17.8404,787647
2026-04-03T10:22:00,17.89,17.9999,17.7893,17.8998,678058
2026-04-03T10:23:00,18.0353,18.1902,17.8866,18.0244,744618
2026-04-03T10:24:00,18.0779,18.2854,17.9307,18.1418,750765
2026-04-03T10:25:00,18.2064,18.2815,18.0966,18.1515,432550
2026-04-03T10:26:00,18.2663,18.3726,18.1887,18.3104,870308
